transaction_id_public,day_id_public,month,weekday,hour,service_interval,basket_value_ron,item_lines,distinct_products,total_quantity,item_level_value_ron,multi_product_basket,value_difference_ron
T004794,D0074,2024-08,Thursday,14,Lunch (12-15),24.80,2,2,2.00,24.80,1,0.00
T004795,D0074,2024-08,Thursday,14,Lunch (12-15),100.35,7,7,12.50,100.35,1,0.00
T004796,D0074,2024-08,Thursday,14,Lunch (12-15),31.80,1,1,2.00,31.80,0,0.00
T004797,D0074,2024-08,Thursday,14,Lunch (12-15),30.50,2,2,4.00,30.50,1,0.00
T004798,D0074,2024-08,Thursday,14,Lunch (12-15),55.00,3,3,3.00,55.00,1,0.00
T004799,D0074,2024-08,Thursday,14,Lunch (12-15),108.90,7,7,9.00,108.90,1,0.00
T004800,D0074,2024-08,Thursday,15,Lunch (12-15),29.80,2,2,2.00,29.80,1,0.00
T004801,D0074,2024-08,Thursday,15,Lunch (12-15),271.80,7,7,29.00,271.80,1,0.00
T004802,D0074,2024-08,Thursday,15,Lunch (12-15),223.65,15,15,20.25,223.65,1,0.00
T004803,D0074,2024-08,Thursday,16,Afternoon (16-18),146.80,7,7,14.00,146.80,1,0.00
T004804,D0074,2024-08,Thursday,16,Afternoon (16-18),55.60,5,5,5.00,55.60,1,0.00
T004805,D0074,2024-08,Thursday,16,Afternoon (16-18),198.10,11,11,12.00,198.10,1,0.00
T004806,D0074,2024-08,Thursday,16,Afternoon (16-18),218.70,4,4,5.00,218.70,1,0.00
T004807,D0074,2024-08,Thursday,16,Afternoon (16-18),55.70,3,3,3.00,55.70,1,0.00
T004808,D0074,2024-08,Thursday,16,Afternoon (16-18),117.00,6,6,11.00,117.00,1,0.00
T004809,D0074,2024-08,Thursday,17,Afternoon (16-18),41.60,2,2,4.00,41.60,1,0.00
T004810,D0074,2024-08,Thursday,17,Afternoon (16-18),20.00,1,1,2.00,20.00,0,0.00
T004811,D0074,2024-08,Thursday,17,Afternoon (16-18),100.80,5,5,8.00,100.80,1,0.00
T004812,D0074,2024-08,Thursday,17,Afternoon (16-18),93.70,4,4,4.00,93.70,1,0.00
T004813,D0074,2024-08,Thursday,17,Afternoon (16-18),195.40,11,11,12.00,195.40,1,0.00
T004814,D0074,2024-08,Thursday,18,Afternoon (16-18),37.80,2,2,3.00,37.80,1,0.00
T004815,D0074,2024-08,Thursday,18,Afternoon (16-18),92.70,5,5,8.00,92.70,1,0.00
T004816,D0074,2024-08,Thursday,18,Afternoon (16-18),29.80,2,2,2.00,29.80,1,0.00
T004817,D0074,2024-08,Thursday,18,Afternoon (16-18),170.10,7,7,10.00,170.10,1,0.00
T004818,D0074,2024-08,Thursday,18,Afternoon (16-18),136.50,6,6,6.00,136.50,1,0.00
T004819,D0074,2024-08,Thursday,19,Dinner (19-21),375.80,11,11,19.00,375.80,1,0.00
T004820,D0074,2024-08,Thursday,19,Dinner (19-21),171.00,4,4,10.00,171.00,1,0.00
T004821,D0074,2024-08,Thursday,19,Dinner (19-21),101.30,5,5,7.00,101.30,1,0.00
T004822,D0074,2024-08,Thursday,19,Dinner (19-21),157.40,6,6,17.00,157.40,1,0.00
T004823,D0074,2024-08,Thursday,19,Dinner (19-21),53.00,2,2,3.00,53.00,1,0.00
T004824,D0074,2024-08,Thursday,19,Dinner (19-21),123.70,10,10,11.00,123.70,1,0.00
T004825,D0074,2024-08,Thursday,19,Dinner (19-21),132.20,3,3,10.00,132.20,1,0.00
T004826,D0074,2024-08,Thursday,19,Dinner (19-21),11.00,1,1,1.00,11.00,0,0.00
T004827,D0074,2024-08,Thursday,19,Dinner (19-21),77.40,2,2,6.00,77.40,1,0.00
T004828,D0074,2024-08,Thursday,19,Dinner (19-21),123.50,9,9,15.00,123.50,1,0.00
T004829,D0074,2024-08,Thursday,19,Dinner (19-21),50.70,1,1,3.00,50.70,0,0.00
T004830,D0074,2024-08,Thursday,19,Dinner (19-21),86.60,4,4,4.00,86.60,1,0.00
T004831,D0074,2024-08,Thursday,19,Dinner (19-21),52.70,2,2,3.00,52.70,1,0.00
T004832,D0074,2024-08,Thursday,20,Dinner (19-21),27.80,1,1,2.00,27.80,0,0.00
T004833,D0074,2024-08,Thursday,20,Dinner (19-21),48.60,2,2,4.00,48.60,1,0.00
T004834,D0074,2024-08,Thursday,20,Dinner (19-21),117.30,8,8,9.00,117.30,1,0.00
T004835,D0074,2024-08,Thursday,20,Dinner (19-21),29.90,2,2,2.00,29.90,1,0.00
T004836,D0074,2024-08,Thursday,20,Dinner (19-21),154.30,3,3,13.00,154.30,1,0.00
T004837,D0074,2024-08,Thursday,20,Dinner (19-21),66.00,1,1,6.00,66.00,0,0.00
T004838,D0074,2024-08,Thursday,20,Dinner (19-21),28.90,2,2,2.00,28.90,1,0.00
T004839,D0074,2024-08,Thursday,20,Dinner (19-21),163.10,10,10,12.00,163.10,1,0.00
T004840,D0074,2024-08,Thursday,20,Dinner (19-21),489.90,9,9,18.00,489.90,1,0.00
T004841,D0074,2024-08,Thursday,20,Dinner (19-21),53.40,1,1,6.00,53.40,0,0.00
T004842,D0074,2024-08,Thursday,20,Dinner (19-21),116.30,5,5,12.00,116.30,1,0.00
T004843,D0074,2024-08,Thursday,20,Dinner (19-21),167.70,2,2,6.00,167.70,1,0.00
T004844,D0074,2024-08,Thursday,20,Dinner (19-21),289.60,11,11,28.00,289.60,1,0.00
T004845,D0074,2024-08,Thursday,21,Dinner (19-21),85.50,3,3,5.00,85.50,1,0.00
T004846,D0074,2024-08,Thursday,21,Dinner (19-21),514.90,21,21,33.00,514.90,1,0.00
T004847,D0074,2024-08,Thursday,21,Dinner (19-21),218.30,12,12,14.00,218.30,1,0.00
T004848,D0074,2024-08,Thursday,21,Dinner (19-21),112.50,4,4,12.00,112.50,1,0.00
T004849,D0074,2024-08,Thursday,21,Dinner (19-21),39.00,2,2,3.00,39.00,1,0.00
T004850,D0074,2024-08,Thursday,21,Dinner (19-21),142.70,3,3,16.00,142.70,1,0.00
T004851,D0074,2024-08,Thursday,21,Dinner (19-21),338.80,11,11,31.00,338.80,1,0.00
T004852,D0074,2024-08,Thursday,21,Dinner (19-21),68.80,3,3,5.00,68.80,1,0.00
T004853,D0074,2024-08,Thursday,21,Dinner (19-21),382.30,5,5,38.00,382.30,1,0.00
T004854,D0074,2024-08,Thursday,21,Dinner (19-21),119.00,5,5,5.00,119.00,1,0.00
T004855,D0074,2024-08,Thursday,22,Late evening (22-23),165.00,1,1,15.00,165.00,0,0.00
T004856,D0074,2024-08,Thursday,22,Late evening (22-23),83.20,3,3,8.00,83.20,1,0.00
T004857,D0074,2024-08,Thursday,22,Late evening (22-23),7.00,1,1,1.00,7.00,0,0.00
T004858,D0074,2024-08,Thursday,22,Late evening (22-23),66.00,1,1,6.00,66.00,0,0.00
T004859,D0074,2024-08,Thursday,22,Late evening (22-23),639.20,21,21,48.00,639.20,1,0.00
T004860,D0074,2024-08,Thursday,22,Late evening (22-23),385.00,11,11,28.00,385.00,1,0.00
T004861,D0074,2024-08,Thursday,22,Late evening (22-23),180.00,4,4,14.00,180.00,1,0.00
T004862,D0074,2024-08,Thursday,22,Late evening (22-23),72.50,4,4,6.00,72.50,1,0.00
T004863,D0074,2024-08,Thursday,22,Late evening (22-23),175.20,4,4,14.00,175.20,1,0.00
T004864,D0074,2024-08,Thursday,22,Late evening (22-23),464.90,3,3,42.00,464.90,1,0.00
T004865,D0074,2024-08,Thursday,22,Late evening (22-23),194.40,7,7,13.00,194.40,1,0.00
T004866,D0074,2024-08,Thursday,22,Late evening (22-23),71.60,7,7,10.00,71.60,1,0.00
T004867,D0074,2024-08,Thursday,22,Late evening (22-23),111.30,2,2,8.00,111.30,1,0.00
T004868,D0074,2024-08,Thursday,23,Late evening (22-23),303.10,6,6,29.00,303.10,1,0.00
T004869,D0075,2024-08,Friday,10,Early service (00-11),14.00,1,1,1.00,14.00,0,0.00
T004870,D0075,2024-08,Friday,11,Early service (00-11),8.00,1,1,1.00,8.00,0,0.00
T004871,D0075,2024-08,Friday,12,Lunch (12-15),41.70,2,2,3.00,41.70,1,0.00
T004872,D0075,2024-08,Friday,13,Lunch (12-15),124.90,7,7,8.00,124.90,1,0.00
T004873,D0075,2024-08,Friday,13,Lunch (12-15),108.40,6,6,6.00,108.40,1,0.00
T004874,D0075,2024-08,Friday,13,Lunch (12-15),111.00,5,5,12.00,111.00,1,0.00
T004875,D0075,2024-08,Friday,13,Lunch (12-15),132.10,7,7,16.00,132.10,1,0.00
T004876,D0075,2024-08,Friday,13,Lunch (12-15),10.90,1,1,1.00,10.90,0,0.00
T004877,D0075,2024-08,Friday,13,Lunch (12-15),385.80,17,17,26.00,385.80,1,0.00
T004878,D0075,2024-08,Friday,14,Lunch (12-15),137.00,9,9,13.00,137.00,1,0.00
T004879,D0075,2024-08,Friday,14,Lunch (12-15),99.40,6,6,8.00,99.40,1,0.00
T004880,D0075,2024-08,Friday,14,Lunch (12-15),95.40,5,5,7.00,95.40,1,0.00
T004881,D0075,2024-08,Friday,14,Lunch (12-15),19.80,1,1,2.00,19.80,0,0.00
T004882,D0075,2024-08,Friday,14,Lunch (12-15),179.90,12,12,14.00,179.90,1,0.00
T004883,D0075,2024-08,Friday,14,Lunch (12-15),115.50,5,5,11.00,115.50,1,0.00
T004884,D0075,2024-08,Friday,14,Lunch (12-15),99.70,5,5,4.50,99.70,1,0.00
T004885,D0075,2024-08,Friday,15,Lunch (12-15),108.50,5,5,10.00,108.50,1,0.00
T004886,D0075,2024-08,Friday,15,Lunch (12-15),342.00,5,5,18.00,342.00,1,0.00
T004887,D0075,2024-08,Friday,16,Afternoon (16-18),130.90,8,8,9.00,130.90,1,0.00
T004888,D0075,2024-08,Friday,16,Afternoon (16-18),118.70,9,9,10.00,118.70,1,0.00
T004889,D0075,2024-08,Friday,16,Afternoon (16-18),130.40,8,8,14.00,130.40,1,0.00
T004890,D0075,2024-08,Friday,16,Afternoon (16-18),108.00,7,7,7.00,108.00,1,0.00
T004891,D0075,2024-08,Friday,16,Afternoon (16-18),152.50,5,5,8.00,152.50,1,0.00
T004892,D0075,2024-08,Friday,16,Afternoon (16-18),175.20,7,7,19.00,175.20,1,0.00
T004893,D0075,2024-08,Friday,16,Afternoon (16-18),180.00,6,6,10.00,180.00,1,0.00
T004894,D0075,2024-08,Friday,16,Afternoon (16-18),55.70,5,5,5.00,55.70,1,0.00
T004895,D0075,2024-08,Friday,16,Afternoon (16-18),194.50,11,11,15.50,194.50,1,0.00
T004896,D0075,2024-08,Friday,16,Afternoon (16-18),9.90,1,1,1.00,9.90,0,0.00
T004897,D0075,2024-08,Friday,16,Afternoon (16-18),24.75,1,1,1.00,24.75,0,0.00
T004898,D0075,2024-08,Friday,16,Afternoon (16-18),13.00,1,1,2.00,13.00,0,0.00
T004899,D0075,2024-08,Friday,17,Afternoon (16-18),73.20,5,5,5.00,73.20,1,0.00
T004900,D0075,2024-08,Friday,17,Afternoon (16-18),76.80,3,3,3.00,76.80,1,0.00
T004901,D0075,2024-08,Friday,17,Afternoon (16-18),49.70,3,3,3.00,49.70,1,0.00
T004902,D0075,2024-08,Friday,17,Afternoon (16-18),125.00,7,7,7.00,125.00,1,0.00
T004903,D0075,2024-08,Friday,17,Afternoon (16-18),97.50,5,5,5.00,97.50,1,0.00
T004904,D0075,2024-08,Friday,17,Afternoon (16-18),81.60,4,4,4.00,81.60,1,0.00
T004905,D0075,2024-08,Friday,17,Afternoon (16-18),128.00,8,8,8.00,128.00,1,0.00
T004906,D0075,2024-08,Friday,17,Afternoon (16-18),41.90,2,2,2.00,41.90,1,0.00
T004907,D0075,2024-08,Friday,17,Afternoon (16-18),87.40,2,2,8.00,87.40,1,0.00
T004908,D0075,2024-08,Friday,18,Afternoon (16-18),72.80,4,4,7.00,72.80,1,0.00
T004909,D0075,2024-08,Friday,18,Afternoon (16-18),22.00,1,1,2.00,22.00,0,0.00
T004910,D0075,2024-08,Friday,18,Afternoon (16-18),85.80,4,4,8.00,85.80,1,0.00
T004911,D0075,2024-08,Friday,18,Afternoon (16-18),61.70,5,5,6.00,61.70,1,0.00
T004912,D0075,2024-08,Friday,18,Afternoon (16-18),70.60,3,3,4.00,70.60,1,0.00
T004913,D0075,2024-08,Friday,19,Dinner (19-21),273.40,10,10,17.00,273.40,1,0.00
T004914,D0075,2024-08,Friday,19,Dinner (19-21),77.50,2,2,7.00,77.50,1,0.00
T004915,D0075,2024-08,Friday,19,Dinner (19-21),80.40,3,3,6.00,80.40,1,0.00
T004916,D0075,2024-08,Friday,19,Dinner (19-21),44.00,1,1,4.00,44.00,0,0.00
T004917,D0075,2024-08,Friday,19,Dinner (19-21),57.80,2,2,4.00,57.80,1,0.00
T004918,D0075,2024-08,Friday,19,Dinner (19-21),77.60,6,6,6.00,77.60,1,0.00
T004919,D0075,2024-08,Friday,19,Dinner (19-21),182.90,5,5,14.00,182.90,1,0.00
T004920,D0075,2024-08,Friday,19,Dinner (19-21),318.10,12,12,25.00,318.10,1,0.00
T004921,D0075,2024-08,Friday,19,Dinner (19-21),60.90,4,4,6.00,60.90,1,0.00
T004922,D0075,2024-08,Friday,19,Dinner (19-21),60.60,4,4,4.00,60.60,1,0.00
T004923,D0075,2024-08,Friday,20,Dinner (19-21),29.70,2,2,3.00,29.70,1,-0.00
T004924,D0075,2024-08,Friday,20,Dinner (19-21),178.70,8,8,10.00,178.70,1,0.00
T004925,D0075,2024-08,Friday,20,Dinner (19-21),22.80,2,2,2.00,22.80,1,0.00
T004926,D0075,2024-08,Friday,20,Dinner (19-21),74.60,3,3,4.00,74.60,1,0.00
T004927,D0075,2024-08,Friday,20,Dinner (19-21),25.00,2,2,2.00,25.00,1,0.00
T004928,D0075,2024-08,Friday,20,Dinner (19-21),127.00,6,6,9.00,127.00,1,0.00
T004929,D0075,2024-08,Friday,20,Dinner (19-21),25.80,2,2,2.00,25.80,1,0.00
T004930,D0075,2024-08,Friday,20,Dinner (19-21),27.80,1,1,2.00,27.80,0,0.00
T004931,D0075,2024-08,Friday,20,Dinner (19-21),22.00,1,1,2.00,22.00,0,0.00
T004932,D0075,2024-08,Friday,20,Dinner (19-21),129.00,9,9,9.00,129.00,1,0.00
T004933,D0075,2024-08,Friday,21,Dinner (19-21),54.70,2,2,3.00,54.70,1,0.00
T004934,D0075,2024-08,Friday,21,Dinner (19-21),528.25,20,20,40.50,528.25,1,0.00
T004935,D0075,2024-08,Friday,21,Dinner (19-21),260.40,7,7,10.00,260.40,1,0.00
T004936,D0075,2024-08,Friday,21,Dinner (19-21),171.60,7,7,7.00,171.60,1,0.00
T004937,D0075,2024-08,Friday,21,Dinner (19-21),114.30,9,9,12.00,114.30,1,0.00
T004938,D0075,2024-08,Friday,21,Dinner (19-21),118.40,7,7,9.00,118.40,1,0.00
T004939,D0075,2024-08,Friday,21,Dinner (19-21),193.90,10,10,15.00,193.90,1,0.00
T004940,D0075,2024-08,Friday,21,Dinner (19-21),79.20,1,1,8.00,79.20,0,0.00
T004941,D0075,2024-08,Friday,22,Late evening (22-23),542.40,14,14,27.00,542.40,1,0.00
T004942,D0075,2024-08,Friday,22,Late evening (22-23),350.20,8,8,31.00,350.20,1,0.00
T004943,D0075,2024-08,Friday,22,Late evening (22-23),24.90,2,2,2.00,24.90,1,0.00
T004944,D0075,2024-08,Friday,22,Late evening (22-23),62.50,4,4,6.00,62.50,1,0.00
T004945,D0075,2024-08,Friday,22,Late evening (22-23),161.90,5,5,6.00,161.90,1,0.00
T004946,D0075,2024-08,Friday,22,Late evening (22-23),232.50,5,5,8.00,232.50,1,0.00
T004947,D0075,2024-08,Friday,22,Late evening (22-23),90.10,2,2,9.00,90.10,1,-0.00
T004948,D0075,2024-08,Friday,22,Late evening (22-23),299.00,11,11,20.00,299.00,1,0.00
T004949,D0075,2024-08,Friday,22,Late evening (22-23),97.20,2,2,8.00,97.20,1,0.00
T004950,D0075,2024-08,Friday,22,Late evening (22-23),147.50,7,7,11.00,147.50,1,0.00
T004951,D0075,2024-08,Friday,23,Late evening (22-23),517.70,17,17,36.00,517.70,1,0.00
T004952,D0075,2024-08,Friday,23,Late evening (22-23),129.20,7,7,8.00,129.20,1,0.00
T004953,D0075,2024-08,Friday,23,Late evening (22-23),53.70,3,3,4.00,53.70,1,0.00
T004954,D0076,2024-08,Saturday,12,Lunch (12-15),45.90,3,3,3.00,45.90,1,0.00
T004955,D0076,2024-08,Saturday,12,Lunch (12-15),86.00,7,7,7.50,86.00,1,0.00
T004956,D0076,2024-08,Saturday,13,Lunch (12-15),8.00,1,1,1.00,8.00,0,0.00
T004957,D0076,2024-08,Saturday,13,Lunch (12-15),78.60,5,5,6.00,78.60,1,0.00
T004958,D0076,2024-08,Saturday,14,Lunch (12-15),120.70,7,7,9.00,120.70,1,0.00
T004959,D0076,2024-08,Saturday,14,Lunch (12-15),98.20,7,7,9.00,98.20,1,0.00
T004960,D0076,2024-08,Saturday,14,Lunch (12-15),295.50,13,13,21.00,295.50,1,0.00
T004961,D0076,2024-08,Saturday,14,Lunch (12-15),490.10,5,5,27.00,490.10,1,0.00
T004962,D0076,2024-08,Saturday,14,Lunch (12-15),30.90,2,2,2.00,30.90,1,0.00
T004963,D0076,2024-08,Saturday,14,Lunch (12-15),95.70,4,4,6.00,95.70,1,0.00
T004964,D0076,2024-08,Saturday,14,Lunch (12-15),47.60,1,1,4.00,47.60,0,0.00
T004965,D0076,2024-08,Saturday,14,Lunch (12-15),120.60,8,8,11.00,120.60,1,0.00
T004966,D0076,2024-08,Saturday,15,Lunch (12-15),104.40,3,3,4.00,104.40,1,0.00
T004967,D0076,2024-08,Saturday,15,Lunch (12-15),167.70,11,11,15.00,167.70,1,0.00
T004968,D0076,2024-08,Saturday,15,Lunch (12-15),262.00,17,17,20.00,262.00,1,0.00
T004969,D0076,2024-08,Saturday,15,Lunch (12-15),822.10,24,24,62.00,822.10,1,0.00
T004970,D0076,2024-08,Saturday,15,Lunch (12-15),77.50,5,5,6.00,77.50,1,0.00
T004971,D0076,2024-08,Saturday,15,Lunch (12-15),183.40,11,11,14.00,183.40,1,0.00
T004972,D0076,2024-08,Saturday,15,Lunch (12-15),209.10,10,10,15.00,209.10,1,0.00
T004973,D0076,2024-08,Saturday,15,Lunch (12-15),454.70,17,17,28.00,454.70,1,0.00
T004974,D0076,2024-08,Saturday,16,Afternoon (16-18),37.70,3,3,3.00,37.70,1,0.00
T004975,D0076,2024-08,Saturday,16,Afternoon (16-18),9.90,1,1,1.00,9.90,0,0.00
T004976,D0076,2024-08,Saturday,17,Afternoon (16-18),66.00,1,1,6.00,66.00,0,0.00
T004977,D0076,2024-08,Saturday,17,Afternoon (16-18),63.00,5,5,6.00,63.00,1,0.00
T004978,D0076,2024-08,Saturday,17,Afternoon (16-18),64.60,4,4,4.00,64.60,1,0.00
T004979,D0076,2024-08,Saturday,17,Afternoon (16-18),38.80,4,4,3.50,38.80,1,0.00
T004980,D0076,2024-08,Saturday,17,Afternoon (16-18),177.80,8,8,12.00,177.80,1,0.00
T004981,D0076,2024-08,Saturday,18,Afternoon (16-18),28.30,3,3,3.00,28.30,1,0.00
T004982,D0076,2024-08,Saturday,18,Afternoon (16-18),43.80,2,2,6.00,43.80,1,0.00
T004983,D0076,2024-08,Saturday,18,Afternoon (16-18),41.70,3,3,3.00,41.70,1,0.00
T004984,D0076,2024-08,Saturday,18,Afternoon (16-18),68.20,3,3,8.00,68.20,1,0.00
T004985,D0076,2024-08,Saturday,19,Dinner (19-21),265.80,13,13,20.00,265.80,1,0.00
T004986,D0076,2024-08,Saturday,19,Dinner (19-21),20.80,2,2,2.00,20.80,1,0.00
T004987,D0076,2024-08,Saturday,19,Dinner (19-21),179.50,8,8,12.00,179.50,1,0.00
T004988,D0076,2024-08,Saturday,19,Dinner (19-21),150.40,10,10,10.00,150.40,1,0.00
T004989,D0076,2024-08,Saturday,19,Dinner (19-21),87.80,4,4,6.00,87.80,1,0.00
T004990,D0076,2024-08,Saturday,19,Dinner (19-21),795.80,13,13,72.00,795.80,1,0.00
T004991,D0076,2024-08,Saturday,19,Dinner (19-21),225.10,6,6,24.00,225.10,1,0.00
T004992,D0076,2024-08,Saturday,19,Dinner (19-21),219.50,6,6,9.00,219.50,1,0.00
T004993,D0076,2024-08,Saturday,19,Dinner (19-21),93.70,5,5,5.00,93.70,1,0.00
T004994,D0076,2024-08,Saturday,20,Dinner (19-21),44.40,3,3,3.00,44.40,1,0.00
T004995,D0076,2024-08,Saturday,20,Dinner (19-21),148.90,5,5,17.00,148.90,1,0.00
T004996,D0076,2024-08,Saturday,20,Dinner (19-21),266.90,11,11,12.00,266.90,1,0.00
T004997,D0076,2024-08,Saturday,20,Dinner (19-21),238.00,9,9,23.00,238.00,1,0.00
T004998,D0076,2024-08,Saturday,20,Dinner (19-21),518.90,20,20,30.00,518.90,1,0.00
T004999,D0076,2024-08,Saturday,20,Dinner (19-21),81.70,3,3,5.00,81.70,1,0.00
T005000,D0076,2024-08,Saturday,20,Dinner (19-21),188.60,9,9,10.00,188.60,1,0.00
T005001,D0076,2024-08,Saturday,20,Dinner (19-21),50.70,4,4,4.00,50.70,1,0.00
T005002,D0076,2024-08,Saturday,20,Dinner (19-21),63.80,2,2,6.00,63.80,1,0.00
T005003,D0076,2024-08,Saturday,21,Dinner (19-21),254.20,10,10,16.00,254.20,1,0.00
T005004,D0076,2024-08,Saturday,21,Dinner (19-21),140.90,8,8,14.00,140.90,1,0.00
T005005,D0076,2024-08,Saturday,21,Dinner (19-21),259.00,12,12,17.00,259.00,1,0.00
T005006,D0076,2024-08,Saturday,21,Dinner (19-21),80.70,5,5,5.00,80.70,1,0.00
T005007,D0076,2024-08,Saturday,21,Dinner (19-21),84.40,5,5,6.00,84.40,1,0.00
T005008,D0076,2024-08,Saturday,21,Dinner (19-21),113.80,5,5,8.00,113.80,1,0.00
T005009,D0076,2024-08,Saturday,22,Late evening (22-23),437.80,16,16,24.00,437.80,1,0.00
T005010,D0076,2024-08,Saturday,22,Late evening (22-23),7.00,1,1,1.00,7.00,0,0.00
T005011,D0076,2024-08,Saturday,22,Late evening (22-23),112.50,5,5,14.00,112.50,1,0.00
T005012,D0076,2024-08,Saturday,22,Late evening (22-23),71.70,4,4,4.00,71.70,1,0.00
T005013,D0076,2024-08,Saturday,22,Late evening (22-23),146.30,7,7,9.00,146.30,1,0.00
T005014,D0076,2024-08,Saturday,22,Late evening (22-23),82.80,5,5,6.00,82.80,1,0.00
T005015,D0076,2024-08,Saturday,22,Late evening (22-23),183.00,8,8,12.00,183.00,1,0.00
T005016,D0076,2024-08,Saturday,22,Late evening (22-23),115.40,6,6,7.00,115.40,1,0.00
T005017,D0076,2024-08,Saturday,22,Late evening (22-23),1080.70,29,29,60.00,1080.70,1,0.00
T005018,D0076,2024-08,Saturday,22,Late evening (22-23),79.90,2,2,4.00,79.90,1,0.00
T005019,D0076,2024-08,Saturday,22,Late evening (22-23),128.40,7,7,10.00,128.40,1,0.00
T005020,D0076,2024-08,Saturday,22,Late evening (22-23),72.80,4,4,5.00,72.80,1,0.00
T005021,D0076,2024-08,Saturday,22,Late evening (22-23),22.90,2,2,2.00,22.90,1,0.00
T005022,D0076,2024-08,Saturday,23,Late evening (22-23),266.60,11,11,21.00,266.60,1,0.00
T005023,D0076,2024-08,Saturday,23,Late evening (22-23),31.80,1,1,2.00,31.80,0,0.00
T005024,D0076,2024-08,Saturday,23,Late evening (22-23),427.60,12,12,34.00,427.60,1,0.00
T005025,D0076,2024-08,Saturday,23,Late evening (22-23),410.95,18,18,33.00,410.95,1,0.00
T005026,D0076,2024-08,Saturday,23,Late evening (22-23),83.60,2,2,8.00,83.60,1,0.00
T005027,D0077,2024-08,Sunday,12,Lunch (12-15),18.00,1,1,1.00,18.00,0,0.00
T005028,D0077,2024-08,Sunday,13,Lunch (12-15),74.60,5,5,5.00,74.60,1,0.00
T005029,D0077,2024-08,Sunday,13,Lunch (12-15),157.40,9,9,9.00,157.40,1,0.00
T005030,D0077,2024-08,Sunday,13,Lunch (12-15),144.30,7,7,11.00,144.30,1,0.00
T005031,D0077,2024-08,Sunday,13,Lunch (12-15),87.40,3,3,3.00,87.40,1,0.00
T005032,D0077,2024-08,Sunday,14,Lunch (12-15),24.80,2,2,2.00,24.80,1,0.00
T005033,D0077,2024-08,Sunday,14,Lunch (12-15),218.90,9,9,19.00,218.90,1,0.00
T005034,D0077,2024-08,Sunday,14,Lunch (12-15),162.60,7,7,8.00,162.60,1,0.00
T005035,D0077,2024-08,Sunday,14,Lunch (12-15),129.10,6,6,14.00,129.10,1,0.00
T005036,D0077,2024-08,Sunday,14,Lunch (12-15),301.50,11,11,19.00,301.50,1,0.00
T005037,D0077,2024-08,Sunday,14,Lunch (12-15),344.00,8,8,17.00,344.00,1,0.00
T005038,D0077,2024-08,Sunday,15,Lunch (12-15),64.70,5,5,6.00,64.70,1,0.00
T005039,D0077,2024-08,Sunday,15,Lunch (12-15),120.40,7,7,9.00,120.40,1,0.00
T005040,D0077,2024-08,Sunday,15,Lunch (12-15),205.00,9,9,9.00,205.00,1,0.00
T005041,D0077,2024-08,Sunday,15,Lunch (12-15),68.70,5,5,5.00,68.70,1,0.00
T005042,D0077,2024-08,Sunday,15,Lunch (12-15),112.50,6,6,7.00,112.50,1,0.00
T005043,D0077,2024-08,Sunday,16,Afternoon (16-18),242.20,14,14,15.00,242.20,1,0.00
T005044,D0077,2024-08,Sunday,16,Afternoon (16-18),39.70,2,2,3.00,39.70,1,0.00
T005045,D0077,2024-08,Sunday,16,Afternoon (16-18),70.70,4,4,4.00,70.70,1,0.00
T005046,D0077,2024-08,Sunday,16,Afternoon (16-18),8.90,1,1,1.00,8.90,0,0.00
T005047,D0077,2024-08,Sunday,16,Afternoon (16-18),857.90,22,22,41.00,857.90,1,0.00
T005048,D0077,2024-08,Sunday,16,Afternoon (16-18),1382.00,14,14,121.00,1382.00,1,0.00
T005049,D0077,2024-08,Sunday,16,Afternoon (16-18),70.50,5,5,6.00,70.50,1,0.00
T005050,D0077,2024-08,Sunday,17,Afternoon (16-18),160.40,6,6,7.00,160.40,1,0.00
T005051,D0077,2024-08,Sunday,17,Afternoon (16-18),129.90,7,7,12.00,129.90,1,0.00
T005052,D0077,2024-08,Sunday,18,Afternoon (16-18),108.90,1,1,11.00,108.90,0,0.00
T005053,D0077,2024-08,Sunday,18,Afternoon (16-18),168.00,8,8,11.00,168.00,1,0.00
T005054,D0077,2024-08,Sunday,18,Afternoon (16-18),19.80,1,1,2.00,19.80,0,0.00
T005055,D0077,2024-08,Sunday,18,Afternoon (16-18),57.90,3,3,3.00,57.90,1,0.00
T005056,D0077,2024-08,Sunday,18,Afternoon (16-18),139.80,7,7,15.00,139.80,1,0.00
T005057,D0077,2024-08,Sunday,19,Dinner (19-21),307.10,17,17,19.00,307.10,1,0.00
T005058,D0077,2024-08,Sunday,19,Dinner (19-21),19.00,1,1,1.00,19.00,0,0.00
T005059,D0077,2024-08,Sunday,19,Dinner (19-21),1095.00,34,34,70.00,1095.00,1,0.00
T005060,D0077,2024-08,Sunday,19,Dinner (19-21),240.90,10,10,17.00,240.90,1,0.00
T005061,D0077,2024-08,Sunday,19,Dinner (19-21),28.00,1,1,2.00,28.00,0,0.00
T005062,D0077,2024-08,Sunday,19,Dinner (19-21),351.40,9,9,14.00,351.40,1,0.00
T005063,D0077,2024-08,Sunday,20,Dinner (19-21),201.10,12,12,16.00,201.10,1,0.00
T005064,D0077,2024-08,Sunday,20,Dinner (19-21),400.70,12,12,21.00,400.70,1,0.00
T005065,D0077,2024-08,Sunday,20,Dinner (19-21),287.70,7,7,10.00,287.70,1,0.00
T005066,D0077,2024-08,Sunday,20,Dinner (19-21),78.20,6,6,6.50,78.20,1,0.00
