transaction_id_public,day_id_public,month,weekday,hour,service_interval,basket_value_ron,item_lines,distinct_products,total_quantity,item_level_value_ron,multi_product_basket,value_difference_ron
T005067,D0077,2024-08,Sunday,20,Dinner (19-21),222.50,9,9,9.00,222.50,1,0.00
T005068,D0077,2024-08,Sunday,20,Dinner (19-21),21.00,2,2,2.00,21.00,1,0.00
T005069,D0077,2024-08,Sunday,20,Dinner (19-21),138.60,3,3,6.00,138.60,1,0.00
T005070,D0077,2024-08,Sunday,20,Dinner (19-21),53.70,3,3,3.00,53.70,1,0.00
T005071,D0077,2024-08,Sunday,20,Dinner (19-21),224.60,5,5,15.00,224.60,1,0.00
T005072,D0077,2024-08,Sunday,21,Dinner (19-21),19.90,1,1,1.00,19.90,0,0.00
T005073,D0077,2024-08,Sunday,21,Dinner (19-21),253.10,8,8,13.00,253.10,1,0.00
T005074,D0077,2024-08,Sunday,21,Dinner (19-21),224.20,12,12,16.00,224.20,1,0.00
T005075,D0077,2024-08,Sunday,21,Dinner (19-21),119.60,4,4,8.00,119.60,1,0.00
T005076,D0077,2024-08,Sunday,21,Dinner (19-21),48.70,3,3,4.00,48.70,1,0.00
T005077,D0077,2024-08,Sunday,21,Dinner (19-21),80.10,5,5,8.00,80.10,1,0.00
T005078,D0077,2024-08,Sunday,21,Dinner (19-21),91.80,4,4,13.00,91.80,1,-0.00
T005079,D0077,2024-08,Sunday,21,Dinner (19-21),178.70,2,2,13.00,178.70,1,-0.00
T005080,D0077,2024-08,Sunday,21,Dinner (19-21),390.20,14,14,23.00,390.20,1,0.00
T005081,D0077,2024-08,Sunday,22,Late evening (22-23),139.60,5,5,8.00,139.60,1,0.00
T005082,D0077,2024-08,Sunday,22,Late evening (22-23),35.75,2,2,2.00,35.75,1,0.00
T005083,D0077,2024-08,Sunday,22,Late evening (22-23),273.70,18,18,28.00,273.70,1,0.00
T005084,D0077,2024-08,Sunday,22,Late evening (22-23),182.50,8,8,10.00,182.50,1,0.00
T005085,D0077,2024-08,Sunday,22,Late evening (22-23),245.80,14,14,16.00,245.80,1,0.00
T005086,D0077,2024-08,Sunday,22,Late evening (22-23),76.80,4,4,9.00,76.80,1,0.00
T005087,D0077,2024-08,Sunday,22,Late evening (22-23),92.60,4,4,12.00,92.60,1,0.00
T005088,D0077,2024-08,Sunday,22,Late evening (22-23),34.70,2,2,3.00,34.70,1,0.00
T005089,D0077,2024-08,Sunday,23,Late evening (22-23),83.40,1,1,6.00,83.40,0,0.00
T005090,D0078,2024-08,Monday,11,Early service (00-11),0.11,2,2,2.00,0.11,1,0.00
T005091,D0078,2024-08,Monday,11,Early service (00-11),20.80,2,2,2.00,20.80,1,0.00
T005092,D0078,2024-08,Monday,12,Lunch (12-15),51.90,3,3,3.00,51.90,1,0.00
T005093,D0078,2024-08,Monday,12,Lunch (12-15),35.70,3,3,3.00,35.70,1,0.00
T005094,D0078,2024-08,Monday,13,Lunch (12-15),42.80,3,3,3.00,42.80,1,0.00
T005095,D0078,2024-08,Monday,13,Lunch (12-15),23.90,2,2,2.00,23.90,1,0.00
T005096,D0078,2024-08,Monday,13,Lunch (12-15),63.20,4,4,6.00,63.20,1,0.00
T005097,D0078,2024-08,Monday,13,Lunch (12-15),53.00,2,2,4.00,53.00,1,0.00
T005098,D0078,2024-08,Monday,13,Lunch (12-15),31.80,2,2,2.00,31.80,1,0.00
T005099,D0078,2024-08,Monday,13,Lunch (12-15),27.00,2,2,2.00,27.00,1,0.00
T005100,D0078,2024-08,Monday,14,Lunch (12-15),316.40,16,16,18.00,316.40,1,0.00
T005101,D0078,2024-08,Monday,14,Lunch (12-15),336.90,17,17,28.00,336.90,1,0.00
T005102,D0078,2024-08,Monday,14,Lunch (12-15),26.80,2,2,2.00,26.80,1,0.00
T005103,D0078,2024-08,Monday,14,Lunch (12-15),350.60,14,14,26.00,350.60,1,0.00
T005104,D0078,2024-08,Monday,14,Lunch (12-15),119.40,8,8,9.00,119.40,1,0.00
T005105,D0078,2024-08,Monday,14,Lunch (12-15),41.90,2,2,3.00,41.90,1,0.00
T005106,D0078,2024-08,Monday,14,Lunch (12-15),312.50,10,10,29.00,312.50,1,0.00
T005107,D0078,2024-08,Monday,14,Lunch (12-15),156.10,6,6,15.00,156.10,1,0.00
T005108,D0078,2024-08,Monday,15,Lunch (12-15),198.60,8,8,17.00,198.60,1,0.00
T005109,D0078,2024-08,Monday,15,Lunch (12-15),104.50,4,4,13.00,104.50,1,0.00
T005110,D0078,2024-08,Monday,16,Afternoon (16-18),299.00,10,10,12.00,299.00,1,0.00
T005111,D0078,2024-08,Monday,16,Afternoon (16-18),597.60,19,19,31.00,597.60,1,0.00
T005112,D0078,2024-08,Monday,16,Afternoon (16-18),59.60,4,4,5.00,59.60,1,0.00
T005113,D0078,2024-08,Monday,16,Afternoon (16-18),74.50,5,5,8.00,74.50,1,0.00
T005114,D0078,2024-08,Monday,17,Afternoon (16-18),22.00,1,1,1.00,22.00,0,0.00
T005115,D0078,2024-08,Monday,17,Afternoon (16-18),33.60,2,2,4.00,33.60,1,0.00
T005116,D0078,2024-08,Monday,17,Afternoon (16-18),495.60,18,18,33.00,495.60,1,0.00
T005117,D0078,2024-08,Monday,17,Afternoon (16-18),158.10,9,9,17.00,158.10,1,0.00
T005118,D0078,2024-08,Monday,17,Afternoon (16-18),112.40,9,9,10.00,112.40,1,0.00
T005119,D0078,2024-08,Monday,18,Afternoon (16-18),12.90,1,1,1.00,12.90,0,0.00
T005120,D0078,2024-08,Monday,18,Afternoon (16-18),262.60,12,12,12.00,262.60,1,0.00
T005121,D0078,2024-08,Monday,18,Afternoon (16-18),254.50,10,10,22.00,254.50,1,0.00
T005122,D0078,2024-08,Monday,18,Afternoon (16-18),57.60,2,2,5.00,57.60,1,0.00
T005123,D0078,2024-08,Monday,18,Afternoon (16-18),121.40,5,5,14.00,121.40,1,0.00
T005124,D0078,2024-08,Monday,18,Afternoon (16-18),100.80,4,4,5.00,100.80,1,0.00
T005125,D0078,2024-08,Monday,18,Afternoon (16-18),98.80,4,4,4.00,98.80,1,0.00
T005126,D0078,2024-08,Monday,19,Dinner (19-21),105.40,8,8,11.00,105.40,1,0.00
T005127,D0078,2024-08,Monday,19,Dinner (19-21),200.10,11,11,12.00,200.10,1,0.00
T005128,D0078,2024-08,Monday,19,Dinner (19-21),214.20,9,9,15.00,214.20,1,0.00
T005129,D0078,2024-08,Monday,19,Dinner (19-21),72.70,2,2,3.00,72.70,1,0.00
T005130,D0078,2024-08,Monday,19,Dinner (19-21),22.90,2,2,2.00,22.90,1,0.00
T005131,D0078,2024-08,Monday,19,Dinner (19-21),377.28,9,9,37.25,377.28,1,0.00
T005132,D0078,2024-08,Monday,19,Dinner (19-21),50.00,2,2,4.00,50.00,1,0.00
T005133,D0078,2024-08,Monday,20,Dinner (19-21),207.20,11,11,18.00,207.20,1,0.00
T005134,D0078,2024-08,Monday,20,Dinner (19-21),77.50,5,5,5.00,77.50,1,0.00
T005135,D0078,2024-08,Monday,20,Dinner (19-21),291.10,13,13,23.00,291.10,1,0.00
T005136,D0078,2024-08,Monday,20,Dinner (19-21),277.10,10,10,17.00,277.10,1,0.00
T005137,D0078,2024-08,Monday,20,Dinner (19-21),105.40,6,6,9.00,105.40,1,0.00
T005138,D0078,2024-08,Monday,20,Dinner (19-21),235.60,10,10,11.00,235.60,1,0.00
T005139,D0078,2024-08,Monday,20,Dinner (19-21),82.55,5,5,5.00,82.55,1,0.00
T005140,D0078,2024-08,Monday,20,Dinner (19-21),45.80,2,2,2.00,45.80,1,0.00
T005141,D0078,2024-08,Monday,20,Dinner (19-21),57.80,3,3,3.00,57.80,1,0.00
T005142,D0078,2024-08,Monday,20,Dinner (19-21),77.70,4,4,5.00,77.70,1,0.00
T005143,D0078,2024-08,Monday,20,Dinner (19-21),439.60,14,14,31.00,439.60,1,0.00
T005144,D0078,2024-08,Monday,20,Dinner (19-21),13.00,1,1,1.00,13.00,0,0.00
T005145,D0078,2024-08,Monday,20,Dinner (19-21),39.80,2,2,4.00,39.80,1,0.00
T005146,D0078,2024-08,Monday,21,Dinner (19-21),82.10,6,6,6.00,82.10,1,0.00
T005147,D0078,2024-08,Monday,21,Dinner (19-21),141.80,7,7,12.00,141.80,1,0.00
T005148,D0078,2024-08,Monday,21,Dinner (19-21),512.60,17,17,36.00,512.60,1,0.00
T005149,D0078,2024-08,Monday,21,Dinner (19-21),12.90,1,1,1.00,12.90,0,0.00
T005150,D0078,2024-08,Monday,21,Dinner (19-21),283.20,11,11,15.00,283.20,1,0.00
T005151,D0078,2024-08,Monday,21,Dinner (19-21),252.00,4,4,16.00,252.00,1,0.00
T005152,D0078,2024-08,Monday,21,Dinner (19-21),52.30,4,4,4.00,52.30,1,0.00
T005153,D0078,2024-08,Monday,21,Dinner (19-21),77.00,1,1,7.00,77.00,0,0.00
T005154,D0078,2024-08,Monday,22,Late evening (22-23),83.50,7,7,7.00,83.50,1,0.00
T005155,D0078,2024-08,Monday,22,Late evening (22-23),122.40,8,8,10.00,122.40,1,0.00
T005156,D0078,2024-08,Monday,22,Late evening (22-23),6.50,1,1,1.00,6.50,0,0.00
T005157,D0078,2024-08,Monday,22,Late evening (22-23),641.10,9,9,46.00,641.10,1,0.00
T005158,D0078,2024-08,Monday,22,Late evening (22-23),454.60,20,20,31.00,454.60,1,0.00
T005159,D0078,2024-08,Monday,22,Late evening (22-23),286.50,7,7,14.00,286.50,1,0.00
T005160,D0078,2024-08,Monday,22,Late evening (22-23),109.30,6,6,8.00,109.30,1,0.00
T005161,D0078,2024-08,Monday,22,Late evening (22-23),196.00,4,4,13.00,196.00,1,0.00
T005162,D0078,2024-08,Monday,22,Late evening (22-23),130.00,1,1,10.00,130.00,0,0.00
T005163,D0078,2024-08,Monday,22,Late evening (22-23),79.80,4,4,5.00,79.80,1,0.00
T005164,D0078,2024-08,Monday,22,Late evening (22-23),12.90,1,1,1.00,12.90,0,0.00
T005165,D0078,2024-08,Monday,22,Late evening (22-23),28.00,1,1,1.00,28.00,0,0.00
T005166,D0078,2024-08,Monday,22,Late evening (22-23),19.90,2,2,2.00,19.90,1,0.00
T005167,D0078,2024-08,Monday,22,Late evening (22-23),75.50,6,6,7.00,75.50,1,0.00
T005168,D0078,2024-08,Monday,22,Late evening (22-23),20.00,1,1,2.00,20.00,0,0.00
T005169,D0078,2024-08,Monday,22,Late evening (22-23),89.50,6,6,7.00,89.50,1,0.00
T005170,D0078,2024-08,Monday,22,Late evening (22-23),122.40,5,5,8.00,122.40,1,0.00
T005171,D0078,2024-08,Monday,22,Late evening (22-23),82.40,4,4,7.00,82.40,1,0.00
T005172,D0078,2024-08,Monday,23,Late evening (22-23),1656.15,41,41,101.00,1656.15,1,0.00
T005173,D0078,2024-08,Monday,23,Late evening (22-23),0.10,1,1,1.00,0.10,0,0.00
T005174,D0079,2024-08,Tuesday,12,Lunch (12-15),14.90,1,1,1.00,14.90,0,0.00
T005175,D0079,2024-08,Tuesday,13,Lunch (12-15),55.00,1,1,2.00,55.00,0,0.00
T005176,D0079,2024-08,Tuesday,13,Lunch (12-15),112.20,5,5,5.00,112.20,1,0.00
T005177,D0079,2024-08,Tuesday,13,Lunch (12-15),120.90,3,3,15.00,120.90,1,0.00
T005178,D0079,2024-08,Tuesday,13,Lunch (12-15),339.00,4,4,7.00,339.00,1,0.00
T005179,D0079,2024-08,Tuesday,13,Lunch (12-15),48.30,4,4,4.00,48.30,1,0.00
T005180,D0079,2024-08,Tuesday,13,Lunch (12-15),29.90,3,3,3.00,29.90,1,0.00
T005181,D0079,2024-08,Tuesday,14,Lunch (12-15),71.40,4,4,7.00,71.40,1,0.00
T005182,D0079,2024-08,Tuesday,15,Lunch (12-15),169.50,7,7,15.00,169.50,1,0.00
T005183,D0079,2024-08,Tuesday,15,Lunch (12-15),114.40,6,6,13.00,114.40,1,0.00
T005184,D0079,2024-08,Tuesday,15,Lunch (12-15),8.00,1,1,1.00,8.00,0,0.00
T005185,D0079,2024-08,Tuesday,15,Lunch (12-15),54.00,3,3,4.00,54.00,1,0.00
T005186,D0079,2024-08,Tuesday,16,Afternoon (16-18),56.50,2,2,5.00,56.50,1,0.00
T005187,D0079,2024-08,Tuesday,16,Afternoon (16-18),53.30,4,4,6.00,53.30,1,0.00
T005188,D0079,2024-08,Tuesday,16,Afternoon (16-18),9.90,1,1,1.00,9.90,0,0.00
T005189,D0079,2024-08,Tuesday,16,Afternoon (16-18),256.40,14,14,22.00,256.40,1,0.00
T005190,D0079,2024-08,Tuesday,16,Afternoon (16-18),86.70,6,6,6.00,86.70,1,0.00
T005191,D0079,2024-08,Tuesday,16,Afternoon (16-18),187.50,8,8,9.00,187.50,1,0.00
T005192,D0079,2024-08,Tuesday,16,Afternoon (16-18),124.90,4,4,4.00,124.90,1,0.00
T005193,D0079,2024-08,Tuesday,16,Afternoon (16-18),44.00,1,1,2.00,44.00,0,0.00
T005194,D0079,2024-08,Tuesday,16,Afternoon (16-18),219.70,10,10,11.00,219.70,1,0.00
T005195,D0079,2024-08,Tuesday,17,Afternoon (16-18),122.00,5,5,5.00,122.00,1,0.00
T005196,D0079,2024-08,Tuesday,17,Afternoon (16-18),38.00,1,1,2.00,38.00,0,0.00
T005197,D0079,2024-08,Tuesday,18,Afternoon (16-18),268.30,11,11,22.00,268.30,1,0.00
T005198,D0079,2024-08,Tuesday,18,Afternoon (16-18),9.90,1,1,1.00,9.90,0,0.00
T005199,D0079,2024-08,Tuesday,18,Afternoon (16-18),97.80,5,5,5.00,97.80,1,0.00
T005200,D0079,2024-08,Tuesday,18,Afternoon (16-18),75.70,3,3,3.00,75.70,1,0.00
T005201,D0079,2024-08,Tuesday,18,Afternoon (16-18),276.50,8,8,27.00,276.50,1,0.00
T005202,D0079,2024-08,Tuesday,18,Afternoon (16-18),42.80,3,3,4.00,42.80,1,0.00
T005203,D0079,2024-08,Tuesday,19,Dinner (19-21),49.90,3,3,3.00,49.90,1,0.00
T005204,D0079,2024-08,Tuesday,19,Dinner (19-21),57.60,2,2,5.00,57.60,1,0.00
T005205,D0079,2024-08,Tuesday,19,Dinner (19-21),16.00,1,1,2.00,16.00,0,0.00
T005206,D0079,2024-08,Tuesday,19,Dinner (19-21),108.10,4,4,9.00,108.10,1,-0.00
T005207,D0079,2024-08,Tuesday,19,Dinner (19-21),25.00,2,2,2.00,25.00,1,0.00
T005208,D0079,2024-08,Tuesday,19,Dinner (19-21),236.60,6,6,7.00,236.60,1,0.00
T005209,D0079,2024-08,Tuesday,19,Dinner (19-21),115.40,3,3,6.00,115.40,1,0.00
T005210,D0079,2024-08,Tuesday,19,Dinner (19-21),22.80,2,2,2.00,22.80,1,0.00
T005211,D0079,2024-08,Tuesday,19,Dinner (19-21),264.40,13,13,25.00,264.40,1,0.00
T005212,D0079,2024-08,Tuesday,20,Dinner (19-21),168.35,10,10,9.25,168.35,1,0.00
T005213,D0079,2024-08,Tuesday,20,Dinner (19-21),439.70,21,21,35.00,439.70,1,0.00
T005214,D0079,2024-08,Tuesday,20,Dinner (19-21),98.50,6,6,7.00,98.50,1,0.00
T005215,D0079,2024-08,Tuesday,20,Dinner (19-21),72.80,3,3,3.00,72.80,1,0.00
T005216,D0079,2024-08,Tuesday,20,Dinner (19-21),49.30,4,4,4.00,49.30,1,0.00
T005217,D0079,2024-08,Tuesday,21,Dinner (19-21),172.90,8,8,18.00,172.90,1,0.00
T005218,D0079,2024-08,Tuesday,21,Dinner (19-21),77.00,2,2,4.00,77.00,1,0.00
T005219,D0079,2024-08,Tuesday,21,Dinner (19-21),109.40,8,8,9.00,109.40,1,0.00
T005220,D0079,2024-08,Tuesday,21,Dinner (19-21),225.10,13,13,18.00,225.10,1,0.00
T005221,D0079,2024-08,Tuesday,21,Dinner (19-21),18.00,1,1,1.00,18.00,0,0.00
T005222,D0079,2024-08,Tuesday,21,Dinner (19-21),53.40,1,1,6.00,53.40,0,0.00
T005223,D0079,2024-08,Tuesday,21,Dinner (19-21),149.20,6,6,9.00,149.20,1,0.00
T005224,D0079,2024-08,Tuesday,21,Dinner (19-21),64.60,4,4,4.00,64.60,1,0.00
T005225,D0079,2024-08,Tuesday,22,Late evening (22-23),247.00,11,11,24.00,247.00,1,0.00
T005226,D0079,2024-08,Tuesday,22,Late evening (22-23),51.70,4,4,5.00,51.70,1,0.00
T005227,D0079,2024-08,Tuesday,22,Late evening (22-23),22.90,1,1,1.00,22.90,0,0.00
T005228,D0079,2024-08,Tuesday,22,Late evening (22-23),54.90,4,4,4.00,54.90,1,0.00
T005229,D0079,2024-08,Tuesday,22,Late evening (22-23),44.70,3,3,3.00,44.70,1,0.00
T005230,D0079,2024-08,Tuesday,22,Late evening (22-23),73.90,6,6,8.00,73.90,1,0.00
T005231,D0079,2024-08,Tuesday,22,Late evening (22-23),56.60,3,3,5.00,56.60,1,0.00
T005232,D0079,2024-08,Tuesday,22,Late evening (22-23),59.40,1,1,6.00,59.40,0,0.00
T005233,D0079,2024-08,Tuesday,22,Late evening (22-23),95.20,6,6,6.00,95.20,1,0.00
T005234,D0079,2024-08,Tuesday,22,Late evening (22-23),364.20,10,10,23.00,364.20,1,0.00
T005235,D0079,2024-08,Tuesday,22,Late evening (22-23),956.80,32,32,79.00,956.80,1,0.00
T005236,D0080,2024-08,Wednesday,12,Lunch (12-15),13.00,1,1,2.00,13.00,0,0.00
T005237,D0080,2024-08,Wednesday,12,Lunch (12-15),40.60,2,2,4.00,40.60,1,0.00
T005238,D0080,2024-08,Wednesday,12,Lunch (12-15),167.00,8,8,11.00,167.00,1,0.00
T005239,D0080,2024-08,Wednesday,12,Lunch (12-15),41.70,2,2,3.00,41.70,1,0.00
T005240,D0080,2024-08,Wednesday,12,Lunch (12-15),9.90,1,1,1.00,9.90,0,0.00
T005241,D0080,2024-08,Wednesday,12,Lunch (12-15),64.50,6,6,7.00,64.50,1,0.00
T005242,D0080,2024-08,Wednesday,13,Lunch (12-15),235.70,12,12,15.00,235.70,1,0.00
T005243,D0080,2024-08,Wednesday,13,Lunch (12-15),58.80,2,2,8.00,58.80,1,0.00
T005244,D0080,2024-08,Wednesday,13,Lunch (12-15),124.60,5,5,6.00,124.60,1,0.00
T005245,D0080,2024-08,Wednesday,13,Lunch (12-15),52.50,3,3,3.00,52.50,1,0.00
T005246,D0080,2024-08,Wednesday,14,Lunch (12-15),7.00,1,1,1.00,7.00,0,0.00
T005247,D0080,2024-08,Wednesday,14,Lunch (12-15),101.50,6,6,9.00,101.50,1,0.00
T005248,D0080,2024-08,Wednesday,14,Lunch (12-15),9.90,1,1,1.00,9.90,0,0.00
T005249,D0080,2024-08,Wednesday,14,Lunch (12-15),70.00,5,5,6.00,70.00,1,0.00
T005250,D0080,2024-08,Wednesday,14,Lunch (12-15),159.70,10,10,11.00,159.70,1,0.00
T005251,D0080,2024-08,Wednesday,15,Lunch (12-15),55.60,4,4,5.00,55.60,1,0.00
T005252,D0080,2024-08,Wednesday,15,Lunch (12-15),71.80,3,3,8.00,71.80,1,0.00
T005253,D0080,2024-08,Wednesday,15,Lunch (12-15),333.00,13,13,19.00,333.00,1,0.00
T005254,D0080,2024-08,Wednesday,16,Afternoon (16-18),31.80,4,4,4.00,31.80,1,0.00
T005255,D0080,2024-08,Wednesday,16,Afternoon (16-18),226.70,15,15,15.00,226.70,1,0.00
T005256,D0080,2024-08,Wednesday,16,Afternoon (16-18),155.20,7,7,12.00,155.20,1,0.00
T005257,D0080,2024-08,Wednesday,17,Afternoon (16-18),21.80,1,1,2.00,21.80,0,0.00
T005258,D0080,2024-08,Wednesday,17,Afternoon (16-18),135.30,6,6,9.00,135.30,1,0.00
T005259,D0080,2024-08,Wednesday,17,Afternoon (16-18),127.80,6,6,10.00,127.80,1,0.00
T005260,D0080,2024-08,Wednesday,17,Afternoon (16-18),9.90,1,1,1.00,9.90,0,0.00
T005261,D0080,2024-08,Wednesday,17,Afternoon (16-18),449.40,15,15,29.00,449.40,1,0.00
T005262,D0080,2024-08,Wednesday,18,Afternoon (16-18),9.90,1,1,1.00,9.90,0,0.00
T005263,D0080,2024-08,Wednesday,18,Afternoon (16-18),18.00,1,1,1.00,18.00,0,0.00
T005264,D0080,2024-08,Wednesday,18,Afternoon (16-18),523.50,23,23,36.00,523.50,1,0.00
T005265,D0080,2024-08,Wednesday,18,Afternoon (16-18),73.40,5,5,6.00,73.40,1,0.00
T005266,D0080,2024-08,Wednesday,18,Afternoon (16-18),180.10,6,6,9.00,180.10,1,0.00
T005267,D0080,2024-08,Wednesday,18,Afternoon (16-18),189.40,9,9,12.00,189.40,1,0.00
T005268,D0080,2024-08,Wednesday,19,Dinner (19-21),18.00,1,1,2.00,18.00,0,0.00
T005269,D0080,2024-08,Wednesday,19,Dinner (19-21),47.80,4,4,4.00,47.80,1,0.00
T005270,D0080,2024-08,Wednesday,19,Dinner (19-21),117.80,6,6,8.00,117.80,1,0.00
T005271,D0080,2024-08,Wednesday,19,Dinner (19-21),49.70,2,2,3.00,49.70,1,0.00
T005272,D0080,2024-08,Wednesday,19,Dinner (19-21),61.80,2,2,4.00,61.80,1,0.00
T005273,D0080,2024-08,Wednesday,19,Dinner (19-21),105.70,7,7,9.00,105.70,1,0.00
T005274,D0080,2024-08,Wednesday,19,Dinner (19-21),61.70,3,3,7.00,61.70,1,0.00
T005275,D0080,2024-08,Wednesday,20,Dinner (19-21),36.70,3,3,3.00,36.70,1,0.00
T005276,D0080,2024-08,Wednesday,20,Dinner (19-21),25.80,3,3,4.00,25.80,1,0.00
T005277,D0080,2024-08,Wednesday,20,Dinner (19-21),45.80,1,1,2.00,45.80,0,0.00
T005278,D0080,2024-08,Wednesday,20,Dinner (19-21),11.00,1,1,1.00,11.00,0,0.00
T005279,D0080,2024-08,Wednesday,20,Dinner (19-21),47.50,3,3,5.00,47.50,1,0.00
T005280,D0080,2024-08,Wednesday,20,Dinner (19-21),44.00,1,1,4.00,44.00,0,0.00
T005281,D0080,2024-08,Wednesday,20,Dinner (19-21),128.40,3,3,16.00,128.40,1,0.00
T005282,D0080,2024-08,Wednesday,20,Dinner (19-21),166.20,9,9,18.00,166.20,1,0.00
T005283,D0080,2024-08,Wednesday,20,Dinner (19-21),262.70,13,13,14.00,262.70,1,0.00
T005284,D0080,2024-08,Wednesday,21,Dinner (19-21),348.00,11,11,18.00,348.00,1,0.00
T005285,D0080,2024-08,Wednesday,21,Dinner (19-21),225.50,8,8,19.00,225.50,1,0.00
T005286,D0080,2024-08,Wednesday,21,Dinner (19-21),111.70,5,5,10.00,111.70,1,0.00
T005287,D0080,2024-08,Wednesday,21,Dinner (19-21),286.10,10,10,29.00,286.10,1,0.00
T005288,D0080,2024-08,Wednesday,21,Dinner (19-21),190.30,10,10,10.00,190.30,1,0.00
T005289,D0080,2024-08,Wednesday,21,Dinner (19-21),116.50,4,4,6.00,116.50,1,0.00
T005290,D0080,2024-08,Wednesday,21,Dinner (19-21),406.20,17,17,24.00,406.20,1,0.00
T005291,D0080,2024-08,Wednesday,21,Dinner (19-21),131.50,6,6,7.00,131.50,1,0.00
T005292,D0080,2024-08,Wednesday,21,Dinner (19-21),140.00,2,2,16.00,140.00,1,0.00
T005293,D0080,2024-08,Wednesday,21,Dinner (19-21),164.70,8,8,10.00,164.70,1,0.00
T005294,D0080,2024-08,Wednesday,22,Late evening (22-23),319.30,8,8,26.00,319.30,1,0.00
T005295,D0080,2024-08,Wednesday,22,Late evening (22-23),210.00,11,11,11.00,210.00,1,0.00
T005296,D0080,2024-08,Wednesday,22,Late evening (22-23),293.50,11,11,22.00,293.50,1,0.00
T005297,D0080,2024-08,Wednesday,22,Late evening (22-23),335.70,10,10,20.00,335.70,1,0.00
T005298,D0080,2024-08,Wednesday,22,Late evening (22-23),55.80,4,4,6.00,55.80,1,0.00
T005299,D0080,2024-08,Wednesday,22,Late evening (22-23),44.30,3,3,4.00,44.30,1,0.00
T005300,D0080,2024-08,Wednesday,22,Late evening (22-23),237.00,2,2,9.00,237.00,1,0.00
T005301,D0080,2024-08,Wednesday,22,Late evening (22-23),74.00,2,2,6.00,74.00,1,0.00
T005302,D0080,2024-08,Wednesday,22,Late evening (22-23),256.20,6,6,19.00,256.20,1,0.00
T005303,D0080,2024-08,Wednesday,22,Late evening (22-23),131.70,4,4,10.00,131.70,1,0.00
T005304,D0080,2024-08,Wednesday,22,Late evening (22-23),602.70,13,13,47.00,602.70,1,0.00
T005305,D0080,2024-08,Wednesday,22,Late evening (22-23),267.30,1,1,3.00,267.30,0,0.00
T005306,D0080,2024-08,Wednesday,22,Late evening (22-23),143.60,2,2,20.00,143.60,1,0.00
T005307,D0080,2024-08,Wednesday,23,Late evening (22-23),252.40,14,14,28.00,252.40,1,0.00
T005308,D0080,2024-08,Wednesday,23,Late evening (22-23),40.00,2,2,3.00,40.00,1,0.00
T005309,D0080,2024-08,Wednesday,23,Late evening (22-23),113.70,5,5,9.00,113.70,1,0.00
T005310,D0080,2024-08,Wednesday,23,Late evening (22-23),33.70,3,3,3.00,33.70,1,0.00
T005311,D0080,2024-08,Wednesday,23,Late evening (22-23),356.50,7,7,20.00,356.50,1,0.00
T005312,D0081,2024-08,Thursday,12,Lunch (12-15),41.90,2,2,3.00,41.90,1,0.00
T005313,D0081,2024-08,Thursday,12,Lunch (12-15),107.20,3,3,12.00,107.20,1,0.00
T005314,D0081,2024-08,Thursday,12,Lunch (12-15),127.40,7,7,12.00,127.40,1,0.00
T005315,D0081,2024-08,Thursday,12,Lunch (12-15),85.30,5,5,8.00,85.30,1,0.00
T005316,D0081,2024-08,Thursday,12,Lunch (12-15),27.80,1,1,2.00,27.80,0,0.00
T005317,D0081,2024-08,Thursday,13,Lunch (12-15),7.00,1,1,1.00,7.00,0,0.00
T005318,D0081,2024-08,Thursday,13,Lunch (12-15),32.80,2,2,2.00,32.80,1,0.00
T005319,D0081,2024-08,Thursday,14,Lunch (12-15),35.90,2,2,5.00,35.90,1,0.00
T005320,D0081,2024-08,Thursday,14,Lunch (12-15),91.30,2,2,7.00,91.30,1,0.00
T005321,D0081,2024-08,Thursday,14,Lunch (12-15),53.70,4,4,4.00,53.70,1,0.00
T005322,D0081,2024-08,Thursday,15,Lunch (12-15),86.70,6,6,6.00,86.70,1,0.00
T005323,D0081,2024-08,Thursday,15,Lunch (12-15),202.20,7,7,10.00,202.20,1,0.00
T005324,D0081,2024-08,Thursday,15,Lunch (12-15),201.60,6,6,14.00,201.60,1,-0.00
T005325,D0081,2024-08,Thursday,15,Lunch (12-15),92.60,5,5,7.00,92.60,1,0.00
T005326,D0081,2024-08,Thursday,15,Lunch (12-15),71.50,4,4,5.00,71.50,1,0.00
T005327,D0081,2024-08,Thursday,15,Lunch (12-15),271.90,14,14,21.00,271.90,1,0.00
T005328,D0081,2024-08,Thursday,15,Lunch (12-15),198.80,10,10,14.00,198.80,1,0.00
T005329,D0081,2024-08,Thursday,15,Lunch (12-15),229.90,12,12,20.00,229.90,1,0.00
T005330,D0081,2024-08,Thursday,15,Lunch (12-15),93.30,4,4,4.00,93.30,1,0.00
T005331,D0081,2024-08,Thursday,15,Lunch (12-15),86.90,4,4,4.00,86.90,1,0.00
T005332,D0081,2024-08,Thursday,16,Afternoon (16-18),13.00,1,1,2.00,13.00,0,0.00
T005333,D0081,2024-08,Thursday,16,Afternoon (16-18),53.60,4,4,4.00,53.60,1,0.00
T005334,D0081,2024-08,Thursday,16,Afternoon (16-18),28.70,3,3,3.00,28.70,1,-0.00
T005335,D0081,2024-08,Thursday,16,Afternoon (16-18),24.00,1,1,1.00,24.00,0,0.00
T005336,D0081,2024-08,Thursday,16,Afternoon (16-18),59.80,5,5,5.00,59.80,1,0.00
